Id,Predicted
4962,0.09321456710938057
4967,0.2294747411790032
4968,0.00003
4986,0.12256651787188773
4988,0.16251124229551211
4989,0.1632888943951082
4990,0.11686768199171818
5005,0.13230295121460345
5015,0.1288737230375907
5027,0.12497257193216268
5034,0.10848049423499684
5036,0.13102092512969132
5039,0.18670170458644697
5041,0.09368531304175062
5042,0.1587693341641694
5043,0.12839274205408666
5046,0.15521511360657964
5051,0.0000002
5061,0.18771508843262413
5063,0.1835032738956971
5072,0.18110741451111687
5086,0.13829010465270192
5103,0.14207260193091095
5110,0.1361901092349034
5117,0.06787182981512747
5124,0.1214837579395878
5134,0.19338503814571398
5140,0.15328806294988664
5147,0.14515331782796698
5154,0.1162255219105601
5158,0.13096297985486016
5169,0.14356996390288346
5172,0.1619887365940092
5174,0.1173807059219603
5206,0.1352276990236154
5207,0.14217125473733
5210,0.14014068948509303
5214,0.1740446302700662
5221,0.11625815244560628
5226,0.23277714922068515
5229,0.18012348115263907
5236,0.14395509301981818
5241,0.13564443798020012
5245,0.11561769322337712
5253,0.19836050595207555
5260,0.11923960139889282
5265,0.16162734132308998
5270,0.1658043636063433
5281,0.19835233980651223
5287,0.12938272159755118
5293,0.14652606134221516
5304,0.17001041866926425
5313,0.15042857003246835
5318,0.09913223238725508
5320,0.16538469191074506
5332,0.034888179757943304
5334,0.04540478868216383
5338,0.6516226880253836
5343,0.04147907382212796
5346,0.15739350995833928
5354,0.10549171719284449
5358,0.1759845679092126
5360,0.13841777892818796
5363,0.3117110089685231
5365,0.18807805254644652
5367,0.12943512158789575
5368,0.13205976164454672
5369,0.13408782252917878
5377,0.15443344288632724
5382,0.1332448209164191
5384,0.13262796663969037
5389,0.15326755362663336
5398,0.15309585729942432
5419,0.06379083566901668
5420,0.14684668155430713
5428,0.156444565859929
5435,0.1414833096321949
5446,0.16245721871095264
5447,0.9894484012824266
5451,0.1350025070766196
5463,0.17759636285014718
5469,0.13501500204612754
5486,0.18279043767009523
5491,0.06228864305099109
5501,0.07040227571597482
5520,0.14163038076220186
5525,0.12781569536614187
5526,0.09295471625175024
5527,0.13894132134771597
5531,0.15583687709943547
5532,0.1832107875767897
5556,0.07262583997043431
5561,0.13908079733751563
5569,0.19996881835514485
5582,0.10388392170994529
5584,0.1276690076742442
5585,0.153970011875121
5589,0.15360387225954802
5614,0.13191047864301608
5616,0.18345301735795494
5620,0.14514306084514356
5634,0.12286018302444572
5638,0.13029858030339644
5643,0.14609786048753298
5644,0.036803676339137135
5651,0.16925288502028754
5656,0.13450822457360184
5665,0.0972053181315599
5669,0.1271214251892583
5674,0.13114806616503863
5681,0.13940179532960265
5682,0.17459841049041838
5683,0.1483020967538662
5698,0.12667747758778933
5699,0.13809609327569963
5718,0.11172516526897881
5719,0.03966393668504685
5731,0.16113767771149015
5758,0.19005642544418114
5760,0.04738742484757283
5765,0.16205178330410683
5772,0.09198975672695675
5773,0.1718927466789902
5774,0.14956350277965755
5779,0.14631551286749117
5782,0.04630233683665375
5784,0.1114114156346534
5790,0.14609064287935297
5799,0.13499110660823266
5808,0.08874484378807604
5815,0.11710117796787764
5817,0.34505509992118727
5823,0.045810252818531204
5830,0.142468113413419
5841,0.15937118162939284
5850,0.14275497545181856
5856,0.38093271288022384
5862,0.07987096742121225
5865,0.12940130426550692
5868,0.12965713390189712
5878,0.14139053744897565
5889,0.07029413802800777
5893,0.1825687966592745
5895,0.09933296766215349
5906,0.12937808950418805
5909,0.1649504027948785
5930,0.03545503730685861
5931,0.11892142660856862
5932,0.14287064467146965
5933,0.14561692167651508
5940,0.13880379203327606
5942,0.0000016
5953,0.13324855031029062
5956,0.1732751107131946
5963,0.14811887811038085
5973,0.18362721335101578
5976,0.13118411721856782
5977,0.02280552545348594
5991,0.7199701708177406
5992,0.16104864630859006
6007,0.15580919894601084
6010,0.1742824179632256
6014,0.07004802093012169
6028,0.08390871365407007
6037,0.10333603634171337
6044,0.13667073474446276
6052,0.02640355427688271
6054,0.13649652227516743
6055,0.15444948542302286
6059,0.21059838093260894
6075,0.8168631023655972
6076,0.14900556524055739
6078,0.11374957124528462
6083,0.14356651039001095
6088,0.19537374954204104
6095,0.1335227160933059
6097,0.15101096500924108
6104,0.11752218431264091
6113,0.09299295294922165
6118,0.12311468332621206
6136,0.15157154894811198
6142,0.1037190810094195
6147,0.008
6168,0.0508607434080619
6173,0.1334498465325255
6196,0.13834311526574278
6207,0.13240191246088076
6215,0.11429156742804594
6234,0.03931630766147292
6235,0.11920720699355934
6237,0.36005694079164735
6239,0.15932892484301497
6242,0.15093695621902672
6249,0.15683561817532818
6254,0.10104236249823599
6255,0.19111744601430436
6278,0.13220806591778883
6310,0.03801778596177724
6312,0.1630948442497221
6313,0.12711937915779278
6320,0.1806856951663857
6321,0.1357303169138576
6322,0.08071489946181667
6338,0.05182326081112572
6346,0.04979379950541388
6350,0.07896510515539477
6353,0.1575404213270326
6355,0.1832403080840223
6357,0.127225482171893
6377,0.059054060212308655
6386,0.18248066621825446
6399,0.1283768979187509
6402,0.1388648361783778
