Id,Predicted
4962,0.08864489563529299
4967,0.5345008025030646
4968,0.11980726024835675
4986,0.31307370882071195
4988,0.2751628755204323
4989,0.24017246001229042
4990,0.11391986883192673
5005,0.09358228437515725
5015,0.11788587769378267
5027,0.08881446459040088
5034,0.08602873249625798
5036,0.1275710883359119
5039,0.2168982492154412
5041,0.09460178195064162
5042,0.14634012884237524
5043,0.15730142503849187
5046,0.4070743093416017
5051,0.10713765339929959
5061,0.18987194092025117
5063,0.6980590537926719
5072,0.2126503959095234
5086,0.11596981158099284
5103,0.12943123323555683
5110,0.19450129960883977
5117,0.11098548756336013
5124,0.11880859161614665
5134,0.14046333144104617
5140,0.28093804258571287
5147,0.25734056271709094
5154,0.08941824245975616
5158,0.0995147042175969
5169,0.1470515307858833
5172,0.12148712636298731
5174,0.1994547123066155
5206,0.15658267511714863
5207,0.193859119940762
5210,0.11834466400828758
5214,0.17408229157863453
5221,0.10250494877579297
5226,0.29033931679985003
5229,0.2745026102733812
5236,0.21840799436918168
5241,0.11930751789922334
5245,0.09790218830027086
5253,0.3330285686774582
5260,0.12033585047744855
5265,0.10858069626253675
5270,0.1262254011084606
5281,0.1557149014947683
5287,0.13764538030249596
5293,0.14824715004967304
5304,0.10939512834614706
5313,0.14981816992024155
5318,0.12883333292481358
5320,0.1451096324263278
5332,0.07540397710543456
5334,0.1406717602900277
5338,0.6690969946440074
5343,0.0816497931805138
5346,0.3125484130665135
5354,0.11745717395855615
5358,0.31380491245513786
5360,0.14059075916696695
5363,0.49716545164245396
5365,0.3912110127435363
5367,0.24427430428760144
5368,0.11238376745516998
5369,0.15637004376416752
5377,0.12364048342203171
5382,0.09427727883197445
5384,0.10796400511840887
5389,0.1106736979860885
5398,0.1371208457118459
5419,0.1536379264284754
5420,0.20574764865607176
5428,0.196601269781574
5435,0.11071198979986496
5446,0.15390248402336615
5447,0.741477088399784
5451,0.088400199236214
5463,0.18555919706949175
5469,0.15817988606043776
5486,0.2056339006956419
5491,0.2611288493003948
5501,0.13986229027097086
5520,0.12670304224233442
5525,0.1665279111834701
5526,0.08261721164532465
5527,0.1332521218944298
5531,0.13735064540631625
5532,0.12088524541409573
5556,0.256190132974751
5561,0.1208659333847052
5569,0.5020567365101808
5582,0.11631462420343064
5584,0.10016519595155249
5585,0.14005672911035516
5589,0.2545303940453386
5614,0.14176237075596088
5616,0.31993654540418925
5620,0.09454564134950239
5634,0.1301819764290819
5638,0.18845583745719963
5643,0.14096221356461103
5644,0.18528373377069762
5651,0.10159606589847503
5656,0.1666366901998413
5665,0.10072143385138299
5669,0.08142239427124431
5674,0.14218131883056873
5681,0.12509138059678848
5682,0.15139224857685685
5683,0.11458949190949874
5698,0.14346102688031093
5699,0.16704087101730036
5718,0.1084432354493271
5719,0.09436267599413173
5731,0.1740599627477375
5758,0.2436631653330018
5760,0.09664093764964576
5765,0.10820855996285961
5772,0.118713711556651
5773,0.11359126708305434
5774,0.3398409117275042
5779,0.1637189234285682
5782,0.08478652118301411
5784,0.17048113107539198
5790,0.1797629696759575
5799,0.10583226426909531
5808,0.10024483582912858
5815,0.10281483463677643
5817,0.635173274772863
5823,0.0814413209697491
5830,0.1855571601511088
5841,0.1277138062098907
5850,0.10869920965599922
5856,0.525261536787492
5862,0.08365804247179476
5865,0.1064583557920642
5868,0.10948427086219026
5878,0.15624620208475826
5889,0.08746497990332025
5893,0.16773249472254126
5895,0.08031147832860575
5906,0.11557933342322091
5909,0.17224394568154766
5930,0.08838254271612689
5931,0.08759370871443373
5932,0.09671192806693152
5933,0.11728050438005011
5940,0.12390569265077844
5942,0.10762718006681482
5953,0.11454870263480843
5956,0.1847320544630907
5963,0.23251088575331047
5973,0.14969696788257092
5976,0.42626542219246255
5977,0.09699900053128974
5991,0.6085937568214154
5992,0.11336540943386886
6007,0.11382171594852752
6010,0.1570579482108272
6014,0.13476917905877506
6028,0.09669822488749369
6037,0.2071936659478073
